Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2466492,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,GHA,AFR,YEAR,Africa,,,2022,,,,,,,10 325,10325.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
187016,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,UZB,EUR,YEAR,Europe,,,2022,,,,,,,801,801.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9377929,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,MUS,AFR,YEAR,Africa,,,2022,,,,,,,433,433.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4641774,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,51,51.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5669717,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,SYC,AFR,YEAR,Africa,,,2022,,,,,,,36,36.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4629110,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,TUV,WPR,YEAR,Western Pacific,,,2022,,,,,,,3,3.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
314172,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,MOZ,AFR,YEAR,Africa,,,2022,,,,,,,13 807,13807.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2498413,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,232,232.0,,,,2024-04-02T13:53:05.823+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3942044,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,RUS,EUR,YEAR,Europe,,,2022,,,,,,,9297,9297.0,,,,2024-04-02T13:53:05.823+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2485896,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,KNA,AMR,YEAR,Americas,,,2022,,,,,,,2,2.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6464186,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,SRB,EUR,YEAR,Europe,,,2022,,,,,,,127,127.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9282873,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,12 218,12218.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3243147,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,SLB,WPR,YEAR,Western Pacific,,,2022,,,,,,,334,334.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1568067,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,74,74.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1491643,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,187,187.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1001423,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,ETH,AFR,YEAR,Africa,,,2022,,,,,,,32 926,32926.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9600470,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,GUY,AMR,YEAR,Americas,,,2022,,,,,,,32,32.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3948787,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,CHE,EUR,YEAR,Europe,,,2022,,,,,,,15,15.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1415486,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,BHS,AMR,YEAR,Americas,,,2022,,,,,,,21,21.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7436809,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,CMR,AFR,YEAR,Africa,,,2022,,,,,,,14 763,14763.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4655059,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,95,95.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4387409,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,GMB,AFR,YEAR,Africa,,,2022,,,,,,,142,142.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4794671,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,LBR,AFR,YEAR,Africa,,,2022,,,,,,,1996,1996.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9581554,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,UKR,EUR,YEAR,Europe,,,2022,,,,,,,990,990.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5530181,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,SUR,AMR,YEAR,Americas,,,2022,,,,,,,19,19.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7233470,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,VCT,AMR,YEAR,Americas,,,2022,,,,,,,5,5.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6546238,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,BDI,AFR,YEAR,Africa,,,2022,,,,,,,2100,2100.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9283411,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,BEN,AFR,YEAR,Africa,,,2022,,,,,,,10 139,10139.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6407615,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,SMR,EUR,YEAR,Europe,,,2022,,,,,,,0,0.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5683458,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,TZA,AFR,YEAR,Africa,,,2022,,,,,,,10 410,10410.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6578249,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2022,,,,,,,31 609,31609.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
932096,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,CAF,AFR,YEAR,Africa,,,2022,,,,,,,12 204,12204.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6775304,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,BIH,EUR,YEAR,Europe,,,2022,,,,,,,168,168.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3300821,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,ARM,EUR,YEAR,Europe,,,2022,,,,,,,19,19.0,,,,2024-04-02T13:53:05.823+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2932332,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,19 724,19724.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6033104,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,325,325.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8700473,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,COK,WPR,YEAR,Western Pacific,,,2022,,,,,,,12,12.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9810432,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,KEN,AFR,YEAR,Africa,,,2022,,,,,,,11 518,11518.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
